,license,license_cleaned
8426,102016/AL,102016
8427,Exempt,
8428,119849/AL,119849
8429,120878/AL,120878
8430,119846/AL,119846
8432,119138/AL,119138
8433,119142/AL,119142
8435,122652/AL,122652
8436,119748/AL,119748
8438,118791/AL,118791
8439,125277/AL,125277
8440,121112/AL,121112
8441,1090,1090
8442,121116/AL,121116
8443,115641/AL,115641
8444,121119/AL,121119
8446,100955/AL,100955
8447,122214/AL,122214
8449,Exempt,
8450,Exempt,
8451,20544/AL,20544
8452,20544/AL,20544
8453,Exempt,
8454,69931/AL,69931
8455,Exempt,
8456,Exempt,
8458,Exempt,
8459,Exempt,
8460,Exempt,
8461,119094/AL,119094
8462,48381/AL,48381
8463,82650/AL,82650
8464,50335/AL,50335
8465,115282/AL,115282
8466,50338/AL,50338
8468,89445/AL,89445
8469,78844/AL,78844
8472,120715/AL,120715
8473,118953/AL,118953
8474,113986/AL,113986
8475,107318/AL,107318
8476,89446/AL,89446
8477,101400/AL,101400
8478,113994/AL,113994
8479,112136/AL,112136
8480,120875/AL,120875
8481,77075/AL,77075
8482,121470/AL,121470
8483,55675/AL,55675
8484,121545/AL,121545
8485,120500/AL,120500
8486,120503/AL,120503
8487,55668/AL,55668
8488,119094/AL,119094
8489,109410/AL,109410
8490,109410/AL,109410
8491,109410/AL,109410
8492,120875/AL,120875
8493,106776/AL,106776
8494,121605/AL,121605
8495,78276,78276
8496,94455/AL,94455
8497,7157/AL,7157
8498,7157/AL,7157
8499,101883/AL,101883
8500,7157/AL,7157
8501,7157/AL,7157
8502,7157/AL,7157
8503,7157/AL,7157
8505,7157/AL,7157
8506,100955/AL,100955
8507,7157/AL,7157
8508,7157/AL,7157
8509,7157/AL,7157
8510,128926/AL,128926
8511,7157/AL,7157
8512,7157/AL,7157
8513,7157/AL,7157
8514,7157/AL,7157
8515,100955/AL,100955
8516,44856/AL,44856
8517,121627/AL,121627
8520,122078/AL,122078
8521,25168/AL,25168
8522,75408/AL,75408
8523,124722/AL,124722
8525,121984/AL,121984
8527,121451/AL,121451
8529,87495/AL,87495
8530,5323/AL,5323
8531,5516/AL,5516
8532,25168/AL,25168
8534,118329/AL,118329
8536,120976/AL,120976
8538,15557/AL,15557
8539,121312/AL,121312
8540,26560/AL,26560
8541,15557/AL,15557
8542,73299/AL,73299
8543,103761/AL,103761
8544,99164/AL,99164
8545,20544/AL,20544
8546,20544/AL,20544
8547,121873/AL,121873
8548,120942/AL,120942
8549,58685/AL,58685
8550,88946/AL,88946
8551,120574/AL,120574
8552,62925/AL,62925
8553,114604/AL,114604
8554,121493/AL,121493
8555,118955/AL,118955
8556,121493/AL,121493
8557,121493/AL,121493
8558,121493/AL,121493
8559,39315/AL,39315
8560,121493/AL,121493
8564,122734/AL,122734
8565,42614/AL,42614
8569,48817/AL,48817
8570,58175,58175
8571,29719/AL,29719
8572,109060/AL,109060
8573,86017/AL,86017
8574,3658/AL,3658
8575,37606/AL,37606
8576,58175,58175
8577,66657/AL,66657
8578,58175,58175
8580,58175,58175
8581,103477/AL,103477
8583,86834/AL,86834
8584,113215/AL,113215
8585,122894/AL,122894
8586,100955/AL,100955
8588,46521/AL,46521
8589,nan,
8590,114604/AL,114604
8591,nan,
8592,34546/AL,34546
8593,34544/AL,34544
8594,nan,
8595,nan,
8596,34546/AL,34546
8601,119903/AL,119903
8603,nan,
8605,nan,
8606,nan,
8607,120572/AL,120572
8608,119151/AL,119151
8609,49402/AL,49402
8610,120787/AL,120787
8612,126269/AL,126269
8613,120941/AL,120941
8614,112413/AL,112413
8615,120939/AL,120939
8616,126269/AL,126269
8617,58175,58175
8618,126269/AL,126269
8619,126269/AL,126269
8620,122953/AL,122953
8621,126269/AL,126269
8622,126269/AL,126269
8623,127132/AL,127132
8624,126269/AL,126269
8625,126269/AL,126269
8626,120041/AL,120041
8627,113789/AL,113789
8628,80716/AL,80716
8629,25283/AL,25283
8630,113790/AL,113790
8631,122239/AL,122239
8632,113785/AL,113785
8634,20544/AL,20544
8635,20544/AL,20544
8636,20544/AL,20544
8637,113782/AL,113782
8638,113784/AL,113784
8639,20544/AL,20544
8640,20544/AL,20544
8641,121218/AL,121218
8642,121218/AL,121218
8644,121218/AL,121218
8645,121218/AL,121218
8646,121221/AL,121221
8647,nan,
8648,126274/AL,126274
8649,121208/AL,121208
8650,121213/AL,121213
8651,121815/AL,121815
8652,120478/AL,120478
8653,120476/AL,120476
8654,133115/AL,133115
8662,115284/AL,115284
8664,60366/AL,60366
8665,Exempt,
8666,109672/AL,109672
8667,9953/AL,9953
8668,101704/AL,101704
8669,9953/AL,9953
8670,9953/AL,9953
8671,121304/AL,121304
8672,9953/AL,9953
8673,122169/AL,122169
8674,64582/AL,64582
8675,74257/AL,74257
8677,10884/AL,10884
8678,55201/AL,55201
8679,52602/AL,52602
8681,121309/AL,121309
8683,123268/AL,123268
8685,121547/AL,121547
8686,128066/AL,128066
8687,56323/AL,56323
8688,121805/AL,121805
8689,121811/AL,121811
8690,105434/AL,105434
8691,57817/AL,57817
8692,121697/AL,121697
8693,104054/AL,104054
8694,119811/AL,119811
8695,120758/AL,120758
8696,119811/AL,119811
8698,50664/AL,50664
8700,119811/AL,119811
8701,119811/AL,119811
8704,121164/AL,121164
8705,63951/AL,63951
8706,nan,
8707,119279/AL,119279
8709,119811/AL,119811
8710,122234/AL,122234
8711,123642/AL,123642
8712,125896/AL,125896
8715,60862/AL,60862
8716,122730/AL,122730
8717,117004/AL,117004
8718,120015/AL,120015
8719,118861/AL,118861
8720,Exempt,
8721,122893/AL,122893
8722,122736/AL,122736
8724,122735/AL,122735
8725,1104213,1104213
8726,117844/AL,117844
8727,128456/AL,128456
8729,1104213,1104213
8731,54354/AL,54354
8732,101528/AL,101528
8733,120908/AL,120908
8734,110925/AL,110925
8735,116876/AL,116876
8736,122537/AL,122537
8737,104410/AL,104410
8738,60119/AL,60119
8741,60123/AL,60123
8742,1104213,1104213
8743,122243/AL,122243
8746,9953/AL,9953
8748,9953/AL,9953
8749,9953/AL,9953
8750,120789/AL,120789
8751,9953/AL,9953
8753,9953/AL,9953
8755,9953/AL,9953
8756,31803/AL,31803
8758,109154,109154
8759,38325/AL,38325
8760,6906/AL,6906
8761,123728/AL,123728
8763,121611/AL,121611
8764,nan,
8765,nan,
8766,133244/AL,133244
8768,122106/AL,122106
8769,122548/AL,122548
8770,92135/AL,92135
8771,123457/AL,123457
8772,nan,
8773,123455/AL,123455
8774,123452/AL,123452
8775,nan,
8776,123448/AL,123448
8777,6939/AL,6939
8778,123464/AL,123464
8779,nan,
8780,123447/AL,123447
8781,114346/AL,114346
8782,123451/AL,123451
8783,123430/AL,123430
8784,108570/AL,108570
8785,113527/AL,113527
8786,98859/AL,98859
8787,126535/AL,126535
8788,122017/AL,122017
8789,29953/AL,29953
8790,35666/AL,35666
8791,8118/AL,8118
8792,101611/AL,101611
8793,121860/AL,121860
8795,121870/AL,121870
8799,123172/AL,123172
8800,126648/AL,126648
8801,4961,4961
8803,nan,
8805,121652/AL,121652
8806,68299/AL,68299
8808,120543/AL,120543
8809,91357/AL,91357
8810,97165/AL,97165
8814,115315/AL,115315
8815,125555/AL,125555
8816,97136/AL,97136
8817,123460/AL,123460
8818,123462/AL,123462
8819,125196/AL,125196
8820,122648/AL,122648
8821,123434/AL,123434
8822,123438/AL,123438
8823,nan,
8824,64646/AL,64646
8826,64646/AL,64646
8827,123456/AL,123456
8829,123458/AL,123458
8832,81468/AL,81468
8833,122588/AL,122588
8834,120935/AL,120935
8835,122588/AL,122588
8836,121598/AL,121598
8838,126171/AL,126171
8839,99959/AL,99959
8841,99960/AL,99960
8842,59823/AL,59823
8843,122647/AL,122647
8845,59447/AL,59447
8846,90864/AL,90864
8847,60884/AL,60884
8848,76018/AL,76018
8849,nan,
8850,123454/AL,123454
8851,123446/AL,123446
8852,Exempt,
8853,91357/AL,91357
8855,62509/AL,62509
8856,102505/AL,102505
8857,100505/AL,100505
8858,39896/AL,39896
8860,Exempt,
8862,119000/AL,119000
8863,Exempt,
8864,126652/AL,126652
8866,89954/AL,89954
8867,123383/AL,123383
8869,63223/AL,63223
8871,63232/AL,63232
8872,42943/AL,42943
8874,134672/AL,134672
8875,120225/AL,120225
8876,119001/AL,119001
8877,115619/AL,115619
8878,123720/AL,123720
8879,24756/AL,24756
8880,100955/AL,100955
8881,123329/AL,123329
8882,100955/AL,100955
8883,123705/AL,123705
8884,64820/AL,64820
8885,123397/AL,123397
8886,124143/AL,124143
8888,7157/AL,7157
8889,110927/AL,110927
8890,122656/AL,122656
8892,98171/AL,98171
8894,14516/AL,14516
8896,126520/AL,126520
8898,123258/AL,123258
8900,20544/AL,20544
8903,20544/AL,20544
8905,58175,58175
8906,123302/AL,123302
8907,123636/AL,123636
8908,124545/AL,124545
8909,122197/AL,122197
8910,121570/AL,121570
8911,130202/AL,130202
8912,7135/AL,7135
8913,123224/AL,123224
8915,55201/AL,55201
8916,32766/AL,32766
8917,123907/AL,123907
8918,nan,
8919,55201/AL,55201
8920,128000/AL,128000
8921,Exempt,
8922,122369/AL,122369
8923,44460/AL,44460
8924,38653/AL,38653
8925,38650/AL,38650
8926,113853/AL,113853
8927,97888/AL,97888
8928,122733/AL,122733
8929,123724/AL,123724
8930,123954/AL,123954
8932,125055/AL,125055
8934,124200/AL,124200
8935,125051/AL,125051
8938,124021/AL,124021
8939,116413/AL,116413
8940,114102/AL,114102
8942,nan,
8943,nan,
8944,12345/AL,12345
8945,nan,
8946,123726/AL,123726
8947,105561/AL,105561
8949,125456/AL,125456
8950,132215/AL,132215
8951,nan,
8952,73567/AL,73567
8953,57244/AL,57244
8955,93125/AL,93125
8956,123625/AL,123625
8957,125262/AL,125262
8958,120225/AL,120225
8959,125270/AL,125270
8960,125255/AL,125255
8961,12345/AL,12345
8962,125258/AL,125258
8964,125282/AL,125282
8967,133749/AL,133749
8968,53608/AL,53608
8969,123946/AL,123946
8970,113918/AL,113918
8972,122951/AL,122951
8973,120767/AL,120767
8974,114004/AL,114004
8977,20544/AL,20544
8978,20544/AL,20544
8980,107728/AL,107728
8981,123388/AL,123388
8986,nan,
8987,6384/AL,6384
8988,123954/AL,123954
8990,124230/AL,124230
8991,20544/AL,20544
8992,124242/AL,124242
8994,101222/AL,101222
8995,121577/AL,121577
8997,20544/AL,20544
8998,20544/AL,20544
8999,48968/AL,48968
9000,48968/AL,48968
9001,76535/AL,76535
9002,6384/AL,6384
9003,124462/AL,124462
9005,113447/AL,113447
9009,124229/AL,124229
9012,124408/AL,124408
9013,124400/AL,124400
9014,137,137
9015,98410/AL,98410
9017,nan,
9018,122304/AL,122304
9019,97892/AL,97892
9020,124201/AL,124201
9022,121925/AL,121925
9023,103477/AL,103477
9024,124734/AL,124734
9025,124609/AL,124609
9026,119413/AL,119413
9028,5210/AL,5210
9029,123628/AL,123628
9030,123701/AL,123701
9031,53686/AL,53686
9033,123696/AL,123696
9034,63624/AL,63624
9035,123710/AL,123710
9036,72267/AL,72267
9037,115922/AL,115922
9038,76931/AL,76931
9039,123704/AL,123704
9040,122957/AL,122957
9041,Exempt,
9042,122929/AL,122929
9044,122371/AL,122371
9045,Exempt,
9046,119663/AL,119663
9047,116285/AL,116285
9048,5827/AL,5827
9049,77647/AL,77647
9051,nan,
9052,29751/AL,29751
9053,62748/AL,62748
9054,80976/AL,80976
9055,120742/AL,120742
9056,81007/AL,81007
9057,109367/AL,109367
9058,81013/AL,81013
9059,133415/AL,133415
9060,133430/AL,133430
9061,80987/AL,80987
9062,81005/AL,81005
9063,123442/AL,123442
9064,126531/AL,126531
9065,81010/AL,81010
9066,123385/AL,123385
9067,60194/AL,60194
9068,124663/AL,124663
9070,121514/AL,121514
9071,124404/AL,124404
9073,126013/AL,126013
9074,125457/AL,125457
9075,126650/AL,126650
9077,133101/AL,133101
9078,124417/AL,124417
9079,124598/AL,124598
9080,124658/AL,124658
9082,124658/AL,124658
9083,465803/AL,465803
9084,102659/AL,102659
9085,115580/AL,115580
9088,125034/AL,125034
9089,125720/AL,125720
9092,115047/AL,115047
9094,133224/AL,133224
9095,119661/AL,119661
9096,124614/AL,124614
9097,123954/AL,123954
9098,30866/AL,30866
9099,92256/AL,92256
9100,nan,
9101,nan,
9103,55201/AL,55201
9104,Exempt,
9105,29495/AL,29495
9106,90954/AL,90954
9107,121654/AL,121654
9108,128784/AL,128784
9109,133229/AL,133229
9110,129868/AL,129868
9111,133219/AL,133219
9112,126938/AL,126938
9114,101160/AL,101160
9115,123803/AL,123803
9117,82563/AL,82563
9118,43071/AL,43071
9123,nan,
9124,57510/AL,57510
9126,86460/AL,86460
9127,73942/AL,73942
9128,73962/AL,73962
9129,73975/AL,73975
9130,73953/AL,73953
9131,90620/AL,90620
9132,118999/AL,118999
9133,73981/AL,73981
9135,73966/AL,73966
9136,128674/AL,128674
9138,124311/AL,124311
9140,nan,
9141,nan,
9142,125065/AL,125065
9143,121241/AL,121241
9144,38595/AL,38595
9147,57511/AL,57511
9148,124662/AL,124662
9149,64006/AL,64006
9150,38608/AL,38608
9151,64004/AL,64004
9152,64004/AL,64004
9153,124662/AL,124662
9154,119092/AL,119092
9155,124788/AL,124788
9156,55124/AL,55124
9157,38600/AL,38600
9158,38595/AL,38595
9159,20544/al,20544
9160,121160/AL,121160
9161,119093/AL,119093
9162,20544/AL,20544
9163,125455/AL,125455
9164,598813/AL,598813
9165,20544,20544
9166,20544/AL,20544
9167,20544/al,20544
9169,124658/AL,124658
9170,38595/AL,38595
9171,124658/AL,124658
9174,124658/AL,124658
9175,123864/AL,123864
9177,124955/AL,124955
9178,125205/AL,125205
9179,117001/AL,117001
9181,58713/AL,58713
9183,123717/AL,123717
9184,125027/AL,125027
9185,Exempt,
9186,5224/AL,5224
9188,122588/AL,122588
9190,113613/AL,113613
9191,124658/AL,124658
9192,122193/AL,122193
9193,821/AL,821
9194,103763/AL,103763
9199,119664/AL,119664
9201,124606/AL,124606
9203,124659/AL,124659
9204,94604/AL,94604
9206,125712/AL,125712
9207,125202/AL,125202
9208,38609/AL,38609
9209,126278/AL,126278
9210,45236/AL,45236
9211,51410/AL,51410
9213,121637/AL,121637
9214,51414/AL,51414
9215,93857/AL,93857
9216,nan,
9217,nan,
9218,51420/AL,51420
9219,125726/AL,125726
9220,51418/AL,51418
9222,104917/AL,104917
9223,nan,
9224,133311/AL,133311
9225,126647/AL,126647
9226,116358/AL,116358
9229,100205/AL,100205
9230,119898/AL,119898
9231,125705/AL,125705
9232,68892/AL,68892
9233,123304/AL,123304
9234,30161/AL,30161
9235,nan,
9236,125502/AL,125502
9237,118890/AL,118890
9239,119900/AL,119900
9240,125203/AL,125203
9241,12346/AL,12346
9242,125882/AL,125882
9243,125703/AL,125703
9245,125698/AL,125698
9246,126021/AL,126021
9247,nan,
9248,125707/AL,125707
9249,124725/AL,124725
9253,nan,
9256,125721/AL,125721
9259,122947/AL,122947
9260,122198/AL,122198
9263,651,651
9264,20544/AL,20544
9266,73359/AL,73359
9267,73360/AL,73360
9269,73362/AL,73362
9270,nan,
9271,73366/AL,73366
9272,73371/AL,73371
9273,128682/AL,128682
9274,87739/AL,87739
9275,131166/AL,131166
9276,126012/AL,126012
9277,125716/AL,125716
9278,125942/AL,125942
9279,85708/AL,85708
9280,122126/AL,122126
9282,125724/AL,125724
9283,126065/AL,126065
9286,122119/AL,122119
9287,Exempt,
9288,125031/AL,125031
9289,127866/Al,127866
9290,130287/AL,130287
9291,127858/AL,127858
9292,125695/AL,125695
9293,126784/AL,126784
9294,126788/AL,126788
9295,125463/AL,125463
9296,62748/AL,62748
9297,Exempt,
9298,69708/AL,69708
9300,62750/AL,62750
9301,125259/AL,125259
9302,124723/AL,124723
9304,95540/AL,95540
9305,nan,
9306,123178/AL,123178
9307,126271/AL,126271
9309,129154/AL,129154
9310,128030/AL,128030
9311,127863/al,127863
9313,nan,
9314,143529/AL,143529
9315,nan,
9316,nan,
9318,nan,
9319,nan,
9320,58047/AL,58047
9321,nan,
9322,nan,
9324,114062/AL,114062
9325,131473/AL,131473
9327,31237/AL,31237
9329,124790/AL,124790
9330,122241/AL,122241
9332,125637/AL,125637
9334,97891/AL,97891
9335,93644/AL,93644
9336,126276/AL,126276
9337,103082/AL,103082
9339,97691/AL,97691
9340,40069/AL,40069
9341,122236/AL,122236
9342,1314597,1314597
9343,124709/AL,124709
9344,124716/AL,124716
9348,124725/AL,124725
9349,109153,109153
9350,124923/AL,124923
9352,122952/AL,122952
9354,124726/AL,124726
9355,24555/AL,24555
9356,nan,
9357,124712/AL,124712
9358,121908/AL,121908
9359,102247/AL,102247
9362,nan,
9363,126179/AL,126179
9364,nan,
9365,123085/AL,123085
9366,125354/AL,125354
9367,31609/AL,31609
9368,125200/AL,125200
9369,31609/AL,31609
9370,103062/AL,103062
9371,31609/AL,31609
9372,31609/AL,31609
9374,48658/AL,48658
9375,122506/AL,122506
9376,121674/AL,121674
9378,123633/AL,123633
9379,123082/AL,123082
9381,125786/AL,125786
9382,13579/AL,13579
9384,125783/AL,125783
9385,126946/AL,126946
9386,126942/AL,126942
9391,nan,
9393,114064/AL,114064
9394,84292/AL,84292
9395,120221/AL,120221
9396,131697/AL,131697
9397,nan,
9398,125789/AL,125789
9401,123183/AL,123183
9402,123190/AL,123190
9403,126677/AL,126677
9404,123194/AL,123194
9405,123197/AL,123197
9406,124798/AL,124798
9407,125254/AL,125254
9408,123640/AL,123640
9409,56982/AL,56982
9410,123633/AL,123633
9412,133232/AL,133232
9415,124248/AL,124248
9416,101534/AL,101534
9417,107497/AL,107497
9418,130493/AL,130493
9419,124312/AL,124312
9420,126658/AL,126658
9421,126662/AL,126662
9423,133756/AL,133756
9424,23483/AL,23483
9425,129980/AL,129980
9426,84388/AL,84388
9427,97516/AL,97516
9429,128368/AL,128368
9430,93125/AL,93125
9431,126767/AL,126767
9432,124466/AL,124466
9433,126421/AL,126421
9434,123395/AL,123395
9436,125559/AL,125559
9437,121635/AL,121635
9438,80995/AL,80995
9439,122494/AL,122494
9440,122468/AL,122468
9441,125466/AL,125466
9442,38649/AL,38649
9443,124396/AL,124396
9444,12345/AL,12345
9445,125063/AL,125063
9446,23069/AL,23069
9447,119123/AL,119123
9448,57197/AL,57197
9449,126744/AL,126744
9450,12345/AL,12345
9451,126722/AL,126722
9452,12345/AL,12345
9454,127274/AL,127274
9455,132929/AL,132929
9456,12345/AL,12345
9458,48529/AL,48529
9459,145150/AL,145150
9460,127143/AL,127143
9461,127683/AL,127683
9462,122957/AL,122957
9463,126013/AL,126013
9464,119811/AL,119811
9465,126729/AL,126729
9466,109367/AL,109367
9467,126732/AL,126732
9468,16657/AL,16657
9470,126671/AL,126671
9471,126676/AL,126676
9472,126470/AL,126470
9473,5599/AL,5599
9474,126016/AL,126016
9475,126918/AL,126918
9476,5599/AL,5599
9477,5599/AL,5599
9478,126937/AL,126937
9480,120232/AL,120232
9481,5599/AL,5599
9482,118466/AL,118466
9483,107682/AL,107682
9484,5599/AL,5599
9485,126399/AL,126399
9486,5599/AL,5599
9487,5599/AL,5599
9488,125462/AL,125462
9489,126399/AL,126399
9490,111599/AL,111599
9491,63444/AL,63444
9495,127269/AL,127269
9497,124245/AL,124245
9498,115315/AL,115315
9499,101091/AL,101091
9500,126649/AL,126649
9501,123708/AL,123708
9502,115442/AL,115442
9503,105338/AL,105338
9504,200522/AL,200522
9505,1326064,1326064
9506,1326064,1326064
9507,200522/AL,200522
9508,200522/AL,200522
9509,132634/AL,132634
9510,131767/AL,131767
9511,122955/AL,122955
9512,1326057,1326057
9514,126737/AL,126737
9515,126740/AL,126740
9517,126735/AL,126735
9519,126739/AL,126739
9521,126741/AL,126741
9525,32343/AL,32343
9526,45654/AL,45654
9527,45654/AL,45654
9530,45654/AL,45654
9532,115315/AL,115315
9536,118597/AL,118597
9537,114103/AL,114103
9538,Exempt,
9539,Exempt,
9540,133717/AL,133717
9541,126143/AL,126143
9543,125713,125713
9544,Exempt,
9545,126175/AL,126175
9546,130491,130491
9548,80976/AL,80976
9550,80976/AL,80976
9551,122541/AL,122541
9552,145426/AL,145426
9553,127152/al,127152
9554,123542/AL,123542
9556,122953/AL,122953
9557,121493/AL,121493
9559,127681/AL,127681
9560,120475/AL,120475
9561,122548/AL,122548
9562,7894/AL,7894
9564,60196/AL,60196
9566,84747/AL,84747
9568,125718/AL,125718
9569,126683/AL,126683
9571,126680/AL,126680
9572,54321/AL,54321
9573,Exempt,
9576,nan,
9579,1326064,1326064
9580,126682/AL,126682
9582,45654/AL,45654
9584,57200/AL,57200
9585,123391/AL,123391
9587,45654/AL,45654
9589,61243/AL,61243
9591,127689/AL,127689
9592,45654/AL,45654
9593,122196/AL,122196
9594,126008/AL,126008
9596,125722/AL,125722
9597,57197/AL,57197
9598,61494/AL,61494
9599,190522/AL,190522
9601,190522/AL,190522
9602,190522/AL,190522
9603,190522/AL,190522
9604,nan,
9605,70866/AL,70866
9607,79176/AL,79176
9608,223483044,223483044
9611,124469/AL,124469
9612,124473/AL,124473
9615,45654/AL,45654
9617,97887,97887
9618,103840/AL,103840
9620,127600/AL,127600
9623,26564/AL,26564
9624,26565/AL,26565
9625,127698/AL,127698
9626,17099/AL,17099
9627,49168/AL,49168
9628,126670/AL,126670
9629,16828/AL,16828
9630,119933/AL,119933
9632,127665/AL,127665
9637,250522/AL,250522
9638,120230/AL,120230
9639,76172/AL,76172
9642,132000/AL,132000
9644,91673/AL,91673
9646,81338/AL,81338
9647,122198/AL,122198
9648,122198/AL,122198
9649,45154/AL,45154
9650,127153/AL,127153
9652,113986/AL,113986
9653,113986/AL,113986
9654,61768/AL,61768
9655,126851/AL,126851
9656,127859/AL,127859
9658,104916/AL,104916
9659,126526/AL,126526
9660,91675/AL,91675
9661,128203/AL,128203
9662,92584/AL,92584
9663,91674/AL,91674
9664,122663/AL,122663
9665,91672/AL,91672
9666,125645/AL,125645
9667,126857/AL,126857
9668,122073/AL,122073
9669,nan,
9671,96925/AL,96925
9672,127994/AL,127994
9673,96946/AL,96946
9674,126923/AL,126923
9675,91677/AL,91677
9676,128231/AL,128231
9677,96945/AL,96945
9678,91676/AL,91676
9679,123615/AL,123615
9680,91671/AL,91671
9681,nan,
9682,60542/AL,60542
9683,nan,
9685,127774/AL,127774
9687,Exempt,
9690,127658/AL,127658
9691,127664/AL,127664
9692,92256/AL,92256
9693,126653/AL,126653
9694,126661/AL,126661
9695,105758/AL,105758
9696,125349/AL,125349
9697,105758/AL,105758
9698,128085/AL,128085
9699,64679,64679
9700,126839/AL,126839
9701,nan,
9702,128290/AL,128290
9704,128287/AL,128287
9705,73567/AL,73567
9706,128283/AL,128283
9707,128303/AL,128303
9709,120363/AL,120363
9710,122663/AL,122663
9711,122663/AL,122663
9712,126009/AL,126009
9713,38644/AL,38644
9714,122663/AL,122663
9716,122663/AL,122663
9717,17077/AL,17077
9720,12345/AL,12345
9726,Exempt,
9727,126200/AL,126200
9728,127666/AL,127666
9729,128222/AL,128222
9730,nan,
9731,Exempt,
9732,Exempt,
9734,128216/AL,128216
9735,45146/AL,45146
9736,133973,133973
9737,12345/AL,12345
9739,121036/AL,121036
9740,128206/AL,128206
9741,nan,
9742,77230/AL,77230
9743,101071/AL,101071
